magnitude,score,album_title,track_title,lyrics
1.3,-0.6,a hard day's night,You Can't Do That,"I've got something to say that might cause you pain
If I catch you talking to that boy again
I'm going to let you down
And leave you flat
Because I told you before
Oh, You can't do that
Well it's the second time I've caught you talking to him
Do I have to tell you one more time, I think it's a sin
I think I'll let you down (let you down)
And leave you flat (going to let you down and leave you flat)
Because I told you before
Oh, You can't do that
Everybody's green
Because I'm the one who won your love
But if they'd seeeen
You talking that way, They'd laugh in my face
So Please listen to me if you want to stay mine
I can't help my feelings I go out of my mind
I'm going to let you down (let you down)
And leave you flat (going to let you down and leave you flat)
Because I told you before
Oh You can't do that!
(You can't do that)
(You can't do that)
(You can't do that)
(You can't do that)
(You can't do that)
Everybody's green
Because I'm the one who won your love
But if they'd seeeen
You talking that way, They'd laugh in my face
So Please listen to me if you want to stay mine
I can't help my feelings I go out of my mind
I'm going to let you down (let you down)
And leave you flat (going to let you down and leave you flat)
Because I told you before
Oh You can't do that!"
0.3,-0.3,a hard day's night,I'll Be Back,"You know if you break my heart I'll go
But I'll be back again
Because I told you once before goodbye
But I came back again
I love you so
I'm the one who wants you
Yes, I'm the one
Who wants you, oh ho, oh ho, oh
You could find better things to do
Than to break my heart again
This time I will try to show that I'm
Not trying to pretend
I thought that you would realize
That if I ran away from you
That you would want me too
But I got a big surprise
Oh ho, oh ho, oh
You could find better things to do
Than to break my heart again
This time I will try to show that I'm
Not trying to pretend
I want to go but I hate to leave you
You know I hate to leave you , oh ho, oh ho, oh
You, if you break my heart I'll go
But I'll be back again"
0.8,-0.8,beatles for sale,No Reply,"This happened once before
When I came to your door
No reply
They said it wasn't you
But I saw you peep through your window
I saw the light, I saw the light
I know that you saw me
As I looked up to see your face
I tried to telephone
They said you were not home
That's a lie
Because I know where you've been
I saw you walk in your door
I nearly died, I nearly died
Because you walked hand in hand
With another man in my place
If I were you, I'd realize that I
Love you more than any other guy
And I'll forgive the lies that I
Heard before when you gave me no reply
I tried to telephone
They said you were not home
That's a lie
Because I know where you've been
I saw you walk in your door
I nearly died, I nearly died
Because you walked hand in hand
With another man in my place
No reply, no reply"
0.7,-0.3,beatles for sale,I'm a Loser,"I'm a loser
I'm a loser
And I'm not what I appear to be
Of all the love I have won or have lost
There is one love I should never have crossed
She was a girl in a million, my friend
I should have known she would win in the end
I'm a loser
And I lost someone who's near to me
I'm a loser
And I'm not what I appear to be
Although I laugh and I act like a clown
Beneath this mask I am wearing a frown
My tears are falling like rain from the sky
Is it for her or myself that I cry
What have I done to deserve such a fate?
I realise I have left it too late
And so it's true, pride comes before a fall
I'm telling you so that you won't lose all"
1.7,-0.1,beatles for sale,Baby's in Black,"Oh dear, what can I do?
Baby's in black and I'm feeling blue
Tell me, oh what can I do?
She thinks of him and so she dresses in black
And though he'll never come back,
she's dressed in black
Oh dear, what can I do?
Baby's in black and I'm feeling blue
Tell me, oh what can I do?
I think of her, but she thinks only of him
And though it's only a whim, she thinks of him
Oh how long will it take
Till she sees the mistake she has made?
Dear what can I do?
Baby's in black and I'm feeling blue
Tell me, oh what can I do?
{Instrumental}
Oh how long it will take
Till she sees the mistake she has made?
Dear what can I do?
Baby's in black and I'm feeling blue
Tell me, oh what can I do?
She thinks of him and so she dresses in black
And though he'll never come back, she's dressed in black
Oh dear, what can I do?
Baby's in black and I'm feeling blue
Tell me, oh what can I do?"
1.1,0.1,beatles for sale,Rock and Roll Music,"Just let me hear some of that rock and roll music
Any old way you choose it
It's got a back beat, you can't lose it
Any old time you use it
It's got to be rock and roll music
If you want to dance with me
If you want to dance with me
I've got no kick against modern jazz
Unless they try to play it too darn fast
And lose the beauty of the melody
Until they sound just like a symphony
That's why I go for that that rock and roll music
Any old way you choose it
It's got a back beat, you can't lose it
Any old time you use it
It's got to be rock and roll music
If you want to dance with me
If you want to dance with me
I took my loved one over across the tracks
So she can hear my man a wailin' sax
I must admit they have a rocking band
Man, they were blowing like a hurricane
That's why I go for that rock and roll music
Any old way you choose it
It's got a back beat, you can't lose it
Any old time you use it
It's got to be rock and roll music
If you want to dance with me
If you want to dance with me
Way down South they had a jubilee
Them Georgia folks they had a jamboree
They're drinking home brew from a wooden cup
The folks dancing there are all shook up
And started playing that rock and roll music
Any old time you use it
It's got a back beat, you can't lose it
Any old time you use it
Got to be rock and roll music
If you want to dance with me
If you want to dance with me
Don't care to hear them play a tango
And In The Mood they take a mambo
It's way to early for a Congo
So keep a rocking that piano
That's why I go for that rock and roll music
Any old way you choose it
It's got a back beat, you can't lose it
Any old time you use it
Oh, you got rock 'n roll music
If you want to dance with me
If you want to dance with me"
0.5,0.5,beatles for sale,I'll Follow the Sun,"One day, you'll look
To see I've gone
For tomorrow may rain, so
I'll follow the sun
Some day, you'll know
I was the one
But tomorrow may rain, so
I'll follow the sun
And now the time has come
And so, my love, I must go
And though I lose a friend
In the end you will know
Oh-oh-oh
One day, you'll find
That I have gone
But tomorrow may rain, so
I'll follow the sun
Yeah tomorrow may rain, so
I'll follow the sun"
0.1,0.1,beatles for sale,Mr. Moonlight,"Mr. Moonlight
You came to me one summer night
And from your beam you made my dream
And from the world you sent my girl
And from above you sent us love
And now she is mine
I think you're fine
Cause we love you, Mr. Moonlight
Mr. Moonlight, come again please
Here I am on my knees
Begging if you please
And the night you don't come my way
I'll pray and pray more each day
Cause we love you, Mr. Moonlight
And the night you don't come my way
Oh, I'll pray and pray more each day
Cause we love you, Mr. Moonlight
Mr. Moonlight
Mr. Moonlight
Mr. Moonlight
Mr. Moonlight"
0.4,-0.4,beatles for sale,Medley: Kansas City/Hey! Hey! Hey! Hey!,"Ah, Kansas City
Going to get my baby back home
Yeah, yeah
I'm going to Kansas City
Going to get my baby back home
Yeah, yeah
Well, it's a long, long, time
Since my baby's been gone
Ah, Kansas City
Going to to get my baby one time
Yeah, yeah
I'm going to Kansas City
Going to get my baby one time
Yeah, yeah
It's just a one, two, three, four
Five, six, seven, eight, nine, wah
Hey, hey, hey, hey
Hey, baby, woo no clown
I say you're no clown
Now, now, now, now
Tell me baby
What's been wrong with you
Well, I'll say bye
Bye, bye, baby bye, bye
Oh, so long
Bye, bye, baby I'm gone
Yeah, I said
Bye, bye, baby, bye, bye
Bye, bye, bye, bye
Well, I'll say bye
Bye, bye, baby bye, bye"
0.9,0.9,beatles for sale,Eight Days a Week,"Ooh I need your love, babe
Guess you know it's true
Hope you need my love, babe
Just like I need you
Hold me, love me, hold me, love me
I ain't got nothing but love, babe
Eight days a week
Love you everyday, girl
Always on my mind
One thing I can say girl
Love you all the time
Hold me, love me, hold me, love me
I ain't got nothing but love, girl
Eight days a week
Eight days a week
I love you
Eight days a week
Is not enough to show I care
Ooh I need your love, babe
Guess you know it's true
Hope you need my love, babe
Just like I need you
Hold me, love me, hold me, love me
I ain't got nothing but love, babe
Eight days a week
Eight days a week
I love you
Eight days a week
Is not enough to show I care
Love you everyday, girl
Always on my mind
One thing I can say, girl
Love you all the time
Hold me, love me, hold me, love me
I ain't got nothing but love, babe
Eight days a week
Eight days a week
Eight days a week"
0.9,0.9,beatles for sale,Words of Love,"Hold me close and tell me how you feel
Tell me love is real
Words of love you whisper soft and true
Darling I love you
Let me hear you say the words I long to hear
Darling when you're near
Words of love you whisper soft and true
Darling I love you"
3.2,0.2,beatles for sale,Honey Don't,"Well how come you say you will when you won't
Say you do, baby, when you don't?
Let me know honey how you feel
Tell the truth now, is love real?
But ah ah well honey don't, well honey don't
Honey don't, honey don't, honey don't
I say you will when you won't, ah ah, honey, don't
Well I love you, baby, and you ought to know
I like the way you wear your clothes
Everything about you is so doggone sweet
You got that sand all over your feet
But ah ah well honey don't, honey don't
Honey don't, honey don't, honey don't
I say you will when you won't, ah ah, honey, don't
(Ahh rock on George, one time for me!
I feel fine, mmmhm. I said...)
Well sometimes I love you on a Saturday night
Sunday morning you don't look right
You've been out painting the town
Ah ah baby, been stepping around
But ah ah well honey don't, I said honey don't
Honey don't, honey don't, honey don't
I say you will when you won't, ah ah, honey, don't
(Ah rock on George, for Ringo one time! Woo!)
Well honey don't, well honey don't
Uh little, little honey don't
I say you will when you won't, ah ah, honey, don't"
0.9,0.9,beatles for sale,Every Little Thing,"When I'm walking beside her
People tell me I'm lucky
Yes, I know I'm a lucky guy
I remember the first time
I was lonely without her
Can't stop thinking about her now
Every little thing she does
She does for me, yeah
And you know the things she does
She does for me, oooh
When I'm with her I'm happy
Just to know that she loves me
Yes, I know that she loves me now
There is one thing I'm sure of
I will love her forever
For I know love will never die
Every little thing
Every little thing"
0.2,0.2,beatles for sale,I Don't Want to Spoil the Party,"{Intro}
I don't want to spoil the party so I'll go
I would hate my disappointment to show
There's nothing for me here, so I will disappear
If she turns up while I'm gone please let me know
I've had a drink or two and I don't care
There's no fun in what I do if she's not there
I wonder what went wrong, I've waited far too long
I think I'll take a walk and look for her
Though tonight she's made me sad
I still love her
If I find her I'll be glad
I still love her
I don't want to spoil the party so I'll go
I would hate my disappointment to show
There's nothing for me here so I will disappear
If she turns up while I'm gone please let me know
{Instrumental Bridge}
Though tonight she's made me sad
I still love her
If I find her I'll be glad
I still love her
Though I've had a drink or two and I don't care
There's no fun in what I do if she's not there
I wonder what went wrong I've waited far too long
I think I'll take a walk and look for her
{outro}"
1.9,-0.4,beatles for sale,What You're Doing,"Look what you're doing, I'm feeling blue and lonely
Would it be too much to ask of you
What you're doing to me?
You got me running, and there's no fun in it
Why should it be so much to ask of you
What you're doing to me?
I've been waiting here for you
Wondering what you're going to do
And should you need a love that's true
It's me
Please stop your lying, you've got me crying, girl
Why should it be so much to ask of you
What you're doing to me?
Instrumental Break"
0.7,-0.7,beatles for sale,Everybody's Trying to Be My Baby,"Well they took some honey from a tree
Dressed it up and they called it me
Everybody's trying to be my baby
Everybody's trying to be my baby
Everybody's trying to be my baby, now
Woke up last night, half past four
Fifty women knocking on my door
Everybody's trying to be my baby
Everybody's trying to be my baby
Everybody's trying to be my baby, now
Went out last night, I didn't stay late
Before I got home I had nineteen dates
Everybody's trying to be my baby
Everybody's trying to be my baby
Everybody's trying to be my baby, now
Went out last night, I didn't stay late
Before I got home I had nineteen dates
Everybody's trying to be my baby
Everybody's trying to be my baby
Everybody's trying to be my baby, now
Well they took some honey from a tree
Dressed it up and they called it me
Everybody's trying to be my baby
Everybody's trying to be my baby
Everybody's trying to be my baby, now"
3.4,0,help,Help!,"(Help!) I need somebody
(Help!) Not just anybody
(Help!) You know I need someone
(Help!)
When I was younger so much younger than today
I never needed anybody's help in any way
But now these days are gone, I'm not so self assured
Now I find I've changed my mind and opened up the doors
Help me if you can, I'm feeling down
And I do appreciate you being 'round
Help me get my feet back on the ground
Won't you please, please help me?
And now my life has changed in oh so many ways
My independence seems to vanish in the haze
But every now and then I feel so insecure
I know that I just need you like I've never done before
Help me if you can, I'm feeling down
And I do appreciate you being 'round
Help me get my feet back on the ground
Won't you please, please help me?
When I was younger, so much younger than today
I never needed anybody's help in any way
But now these days are gone, I'm not so self assured
Now I find I've changed my mind and opened up the doors
Help me if you can, I'm feeling down
And I do appreciate you being 'round
Help me get my feet back on the ground
Won't you please, please help me?
Help me? Help me? Ooh"
2,-0.1,help,The Night Before,"We said our goodbyes, ah, the night before
Love was in your eyes, ah, the night before
Now today I find you have changed your mind
Treat me like you did the night before
Were you telling lies, ah, the night before?
Was I so unwise, ah, the night before?
When I held you near you were so sincere
Treat me like you did the night before
Last night is a night I will remember you by
When I think of things we did it makes me wanna cry
We said our goodbye, ah, the night before
Love was in your eyes, ah, the night before
Now today I find you have changed your mind
Treat me like you did the night before
Yes
When I held you near you were so sincere
Treat me like you did the night before
Last night is a night I will remember you by
When I think of things we did it makes me wanna cry
Were you telling lies, ah, the night before?
Was I so unwise, ah, the night before?
When I held you near you were so sincere
Treat me like you did the night before
Like the night before"
0.5,-0.5,help,You've Got to Hide Your Love Away,"Here I stand head in hand
Turn my face to the wall
If she's gone I can't go on
Feeling two-foot small
Everywhere people stare
Each and every day
I can see them laugh at me
And I hear them say
Hey you've got to hide your love away
Hey you've got to hide your love away
How can I even try
I can never win
Hearing them, seeing them
In the state I'm in
How could she say to me
Love will find a way
Gather round all you clowns
Let me hear you say
Hey you've got to hide your love away
Hey you've got to hide your love away"
1.5,-0.1,help,I Need You,"You don't realize how much I need you
Love you all the time and never leave you
Please come on back to me
I'm lonely as can be
I need you
Said you had a thing or two to tell me
How was I to know you would upset me?
I didn't realize as I looked in your eyes
You told me
Oh yes, you told me, you don't want my lovin' anymore
That's when it hurt me and feeling like this I just can't go on anymore
Please remember how I feel about you
I could never really live without you
So, come on back and see just what you mean to me. I need you
But when you told me, you don't want my lovin' anymore
That's when it hurt me and feeling like this, I just can't go on anymore
Please remember how I feel about you
I could never really live without you
So, come on back and see just what you mean to me. I need you"
0,0,help,Another Girl,"For I have got another girl, another girl
You're making me say that I've got nobody but you
But as from today, well, I've got somebody that's new
I ain't no fool and I don't take what I don't want
For I have got another girl, another girl
She's sweeter than all the girls and I met quite a few
Nobody in all the world can do what she can do
And so I'm telling you, ""This time you'd better stop""
For I have got another girl
Another girl, who will love me till the end
Through thick and thin
She will always be my friend
I don't want to say that I've been unhappy with you
But, as from today, well, I've seen somebody that's new
I ain't no fool and I don't take what I don't want
For I have got another girl
Another girl, who will love me till the end
Through thick and thin
She will always be my friend
I don't want to say that I've been unhappy with you
But, as from today, well, I've seen somebody that's new
I ain't no fool and I don't take what I don't want
For I have got another girl. Another girl
Another girl"
1.3,-0.4,help,You're Going to Lose That Girl,"You're going to lose that girl
You're going to lose that girl
If you don't take her out tonight
She's going to change her mind
And I will take her out tonight
And I will treat her kind
You're going to lose that girl
You're going to lose that girl
If you don't treat her right, my friend
You're going to find her gone
Cos I will treat her right, and then
You'll be the lonely one
You're going to lose that girl
You're going to lose that girl
I'll make a point
Of taking her away from you, yeah
The way you treat her what else can I do?
You're going to lose that girl
You're going to lose that girl
I'll make a point
Of taking her away from you, yeah
The way you treat her what else can I do?
If you don't take her out tonight
She's going to change her mind
And I will take her out tonight
And I will treat her kind
You're going to lose that girl
You're going to lose that girl
You're going to lose that girl"
1.2,-0.6,help,Ticket to Ride,"I think I'm going to be sad
I think it's today, yeah
The girl that's driving me mad
Is going away
She's got a ticket to ride
She's got a ticket to ride
She's got a ticket to ride
But she don't care
She said that living with me
Is bringing her down, yeah
She would never be free
When I was around
She's got a ticket to ride
She's got a ticket to ride
She's got a ticket to ride
But she don't care
I don't know why she's riding so high
She ought to think twice
She ought to do right by me
Before she gets to saying goodbye
She ought to think twice
She ought to do right by me
I think I'm going to be sad
I think it's today, yeah
The girl that's driving me mad
Is going away, yeah
Oh, she's got a ticket to ride
She's got a ticket to ride
She's got a ticket to ride
But she don't care
I don't know why she's riding so high
She ought to think twice
She ought to do right by me
Before she gets to saying goodbye
She ought to think twice
She ought to do right by me
She said that living with me
Is bringing her down, yeah
She would never be free
When I was around
Oh, she's got a ticket to ride
She's got a ticket to ride
She's got a ticket to ride
But she don't care
My baby don't care, my baby don't care
My baby don't care, my baby don't care
My baby don't care, my baby don't care"
0.7,-0.7,help,Act Naturally,"They're gonna put me in the movies
They're gonna make a big star out of me
We'll make a film about a man that's sad and lonely
And all I gotta do is act naturally
Well I'll bet you I'm gonna be a big star
Might win an Oscar, you can never tell
The movies gonna make me a big star
'Cause I can play the part so well
Well I hope you'll come and see me in the movies
Then I know that you will plainly see
The biggest fool that ever hit the big time
And all I gotta do is act naturally
We'll make the scene about a man that's sad and lonely
And begging down upon his bended knee
I'll play the part and I won't need rehearsing
All I have to do is act naturally
Well I'll bet you I'm gonna be a big star
Might win an Oscar, you can never tell
The movies gonna make me a big star
'Cause I can play the part so well
Well I hope you'll come and see me in the movies
Then I know that you will plainly see
The biggest fool that ever hit the big time
And all I gotta do is act naturally"
2.9,0.2,help,It's Only Love,"I get high when I see you go by
My oh my
When you sigh, my, my inside just flies
Butterflies
Why am I so shy when I'm beside you?
It's only love and that is all
Why should I feel the way I do?
It's only love, and that is all
But it's so hard loving you
Is it right that you and I should fight
Every night?
Just the sight of you makes nighttime bright
Very bright
Haven't I the right to make it up girl?
It's only love and that is all
Why should I feel the way I do?
It's only love, and that is all
But it's so hard loving you
Yes it's so hard loving you, loving you"
0.5,-0.5,help,You Like Me Too Much,"Though you've gone away this morning
You'll be back again tonight
Telling me there'll be no next time
If I just don't treat you right
You'll never leave me and you know it's true
Cause you like me too much and I like you
You've tried before to leave me
But you haven't got the nerve
To walk out and make me lonely
Which is all that I deserve
You'll never leave me and you know it's true
Cos you like me too much and I like you
I really do, and it's nice when you believe me
If you leave me
I will follow you and bring you back where you belong
Cause I couldn't really stand it
I admit that I was wrong
I wouldn't let you leave me 'cause it's true
Cause you like me too much and I like you
Cause you like me too much and I like you
I really do, and it's nice when you believe me
If you leave me
I will follow you and bring you back where you belong
Cause I couldn't really stand it
I admit that I was wrong
I wouldn't let you leave me Cause it's true
Cause you like me too much and I like you
Cause you like me too much and I like you"
1.4,-0.1,help,Tell Me What You See,"If you let me take your heart I will prove to you
We will never be apart if I'm part of you
Open up your eyes now, tell me what you see
It is no surprise now, what you see is me
Big and black the clouds may be, time will pass away
If you put your trust in me I'll make bright your day
Look into these eyes now, tell me what you see
Don't you realise now, what you see is me
Tell me what you see
Listen to me one more time, how can I get through?
Can't you try to see that I'm trying to get to you?
Open up your eyes now, tell me what you see
It is no surprise now, what you see is me
Tell me what you see
Listen to me one more time, how can I get through?
Can't you try to see that I'm trying to get to you?
Open up your eyes now, tell me what you see
It is no surprise now, what you see is me
Tell me what you see"
0,0,help,I've Just Seen a Face,"I've just seen a face
I can't forget the time or place
Where we just met
She's just the girl for me
And I want all the world to see
We've met, mmm-mmm-mmm-m'mmm-mmm
Had it been another day
I might have looked the other way
And I'd have never been aware
But as it is I'll dream of her
Tonight, di-di-di-di'n'di
Falling, yes I am fallin'
And she keeps callin'
Me back again
I have never known the likes of this
I've been alone, and I have missed
Things and kept out of sight
But other girls were never quite
Like this, da-da-n'da-da'n'da
Falling, yes I am fallin'
And she keeps callin'
Me back again
Falling, yes I am fallin'
And she keeps callin'
Me back again
Falling, yes I am fallin'
And she keeps callin'
Me back again
Falling, yes I am fallin'
And she keeps callin'
Me back again
I've just seen a face
I can't forget the time or place
Where we just met
She's just the girl for me
And I want all the world to see
We've met, mmm-mmm-mmm-da-da-da
Falling, yes I am fallin'
And she keeps callin'
Me back again
Falling, yes I am fallin'
And she keeps callin'
Me back again
Falling, yes I am fallin'
And she keeps callin'
Me back again
Falling, yes I am fallin'
And she keeps callin'
Me back again"
0.4,-0.4,help,Yesterday,"Yesterday
All my troubles seemed so far away
Now it looks as though they're here to stay
Oh, I believe in yesterday
Suddenly
I'm not half the man I used to be
There's a shadow hanging over me
Oh, yesterday came suddenly
Why she had to go
I don't know, she wouldn't say
I said something wrong
Now I long for yesterday
Yesterday
Love was such an easy game to play
Now I need a place to hide away
Oh, I believe in yesterday
Why she had to go
I don't know, she wouldn't say
I said something wrong
Now I long for yesterday
Yesterday
Love was such an easy game to play
Now I need a place to hide away
Oh, I believe in yesterday"
1.6,0,help,Dizzy Miss Lizzy,"You make me dizzy, Miss Lizzy
The way you rock and roll
You make me dizzy, Miss Lizzy
When we do the stroll
Come on, Miss Lizzy
Love me before I grow too old
Come on, give me fever
Put your little hand in mine
You make me dizzy, dizzy Lizzy
Oh girl, you look so fine
Just a-rocking and a-rolling
Girl I said I wish you were mine
Aw!
Aw!
Woo!
You make me dizzy, Miss Lizzy
When you call my name
Oooh baby
Say you're driving me insane
C'mon, c'mon, c'mon, c'mon baby
I want to be your loving man
Ooh
Ooh
Aw!
Run and tell your mama
I want you to be my bride
Run and tell your brother
Baby, don't run and hide
You make me dizzy, Miss Lizzy
Girl, I want to marry you
Come on, give me fever
Put your little hand in mine, girl
You make me dizzy, dizzy Lizzy
Girl, you look so fine
You're just a-rocking and a-rolling
Oh I said I wish you were mine"
0,0,rubber soul,Drive My Car,"Asked a girl what she wanted to be
She said baby, can't you see
I want to be famous, a star on the screen
But you can do something in between
Baby you can drive my car
Yes I'm going to be a star
Baby you can drive my car
And maybe I'll love you
I told that girl that my prospects were good
She said baby, it's understood
Working for peanuts is all very fine
But I can show you a better time
Baby you can drive my car
Yes I'm gonna be a star
Baby you can drive my car
And maybe I'll love you
Beep beep'm beep beep yeah
Baby you can drive my car
Yes I'm gonna be a star
Baby you can drive my car
And maybe I'll love you
I told that girl I can start right away
When she said listen babe I got something to say
I got no car and it's breakin my heart
But I've found a driver and that's a start
Baby you can drive my car
Yes I'm gonna be a star
Baby you can drive my car
And maybe I'll love you
Beep beep'm beep beep yeah
Beep beep'm beep beep yeah
Beep beep'm beep beep yeah"
1.6,-0.5,rubber soul,Norwegian Wood (This Bird Has Flown),"I once had a girl
Or should I say, she once had me?
She showed me her room
""Isn't it good, Norwegian wood?""
She asked me to stay and she told me to sit anywhere
So I looked around and I noticed there wasn't a chair
I sat on the rug
Biding my time, drinking her wine
We talked until two
And then she said, ""It's time for bed""
She told me she worked in the morning and started to laugh
I told her I didn't and crawled off to sleep in the bath
And when I awoke
I was alone, this bird had flown
So I lit a fire
Isn't it good, Norwegian wood?"
0.6,-0.6,rubber soul,You Won't See Me,"When I call you up
Your line's engaged
I have heard enough
So act your age
We have lost the time
That was so hard to find
And I will lose my mind
If you won't see me
You won't see me
I don't know why you should want to hide
But I can't get through my hands are tied
I won't want to stay
I don't have much to say
But I get turned away
And you won't see me
You won't see me
Time after time
You refuse to even listen
I wouldn't mind
If I knew what I was missing
Though the days are few
They're filled with tears
And since I lost you
It feels like years
Yes, it seems so long
Girl, since you've been gone
And I just can't go on
If you won't see me
You won't see me
Time after time
You refuse to even listen
I wouldn't mind
If I knew what I was missing
Though the days are few
They're filled with tears
And since I lost you
It feels like years
Yes, it seems so long
Girl, since you've been gone
And I just can't go on
If you won't see me
You won't see me"
3.1,-0.7,rubber soul,Nowhere Man,"He's a real nowhere man
Sitting in his nowhere land
Making all his nowhere plans for nobody
Doesn't have a point of view
Knows not where he's going to
Isn't he a bit like you and me?
Nowhere Man, please listen
You don't know what you're missing
Nowhere Man, the world is at your command
He's as blind as he can be
Just sees what he wants to see
Nowhere Man can you see me at all?
Nowhere Man, don't worry
Take your time, don't hurry
Leave it all till somebody else lends you a hand
Doesn't have a point of view
Knows not where he's going to
Isn't he a bit like you and me?
Nowhere Man, please listen
You don't know what you're missing
Nowhere Man, the world is at your command
He's a real nowhere man
Sitting in his nowhere land
Making all his nowhere plans for nobody"
0.7,-0.7,rubber soul,Think for Yourself,"I've got a word or two
To say about the things that you do
You're telling all those lies
About the good things that we can have
If we close our eyes
Do what you want to do
And go where you're going to
Think for yourself
Cause I won't be there with you
I left you far behind
The ruins of the life that you have in mind
And though you still can't see
I know your mind's made up
You're gonna cause more misery
Do what you want to do
And go where you're going to
Think for yourself
Because I won't be there with you
Although your mind's opaque
Try thinking more if just for your own sake
The future still looks good
And you've got time to rectify
All the things that you should
Do what you want to do
And go where you're going to
Think for yourself
Cause I won't be there with you
Do what you want to do
And go where you're going to
Think for yourself
Cause I won't be there with you
Think for yourself
Cause I won't be there with you"
3.1,0.7,rubber soul,The Word,"Say the word and you'll be free
Say the word and be like me
Say the word I'm thinking of
Have you heard the word is love?
It's so fine, It's sunshine
It's the word, love
In the beginning I misunderstood
But now I've got it, the word is good
Spread the word and you'll be free
Spread the word and be like me
Spread the word I'm thinking of
Have you heard the word is love?
It's so fine, It's sunshine
It's the word, love
Everywhere I go I hear it said
In the good and the bad books that I have read
Say the word and you'll be free
Say the word and be like me
Say the word I'm thinking of
Have you heard the word is love?
It's so fine, It's sunshine
It's the word, love
Now that I know what I feel must be right
I'm here to show everybody the light
Give the word a chance to say
That the word is just the way
It's the word I'm thinking of
And the only word is love
It's so fine, It's sunshine
It's the word, love
Say the word, love
Say the word, love
Say the word, love
Say the word, love"
0.8,0.8,rubber soul,Michelle,"Michelle, ma belle
These are words that go together well
My Michelle
Michelle, ma belle
Sont des mots qui vont très bien ensemble
Très bien ensemble
I love you, I love you, I love you
That's all I want to say
Until I find a way
I will say the only words I know that
You'll understand
Michelle, ma belle
Sont des mots qui vont très bien ensemble
Très bien ensemble
I need to, I need to, I need to
I need to make you see
Oh, what you mean to me
Until I do I'm hoping you will
Know what I mean
I love you
I want you, I want you, I want you
I think you know by now
I'll get to you somehow
Until I do I'm telling you so
You'll understand
Michelle, ma belle
Sont des mots qui vont très bien ensemble
Très bien ensemble
I will say the only words I know that
You'll understand, my Michelle"
4.5,-0.4,rubber soul,What Goes On,"What goes on in your heart?
What goes on in your mind?
You are tearin me apart
When you treat me so unkind
What goes on in your mind?
The other day I saw you
As I walked along the road
But when I saw him with you
I could feel my future fold
It's so easy for a girl like you to lie
Tell me why
What goes on in your heart?
What goes on in your mind?
You are tearin me apart
When you treat me so unkind
What goes on in your mind?
I met you in the morning
Waiting for the tides of time
But now the tide is turning
I can see that I was blind
It's so easy for a girl like you to lie
Tell me why
What goes on in your heart?
I used to think of no one else
But you were just the same
You didn't even think of me
As someone with a name
Did you mean to break my heart and watch me die?
Tell me why
What goes on in your heart?
What goes on in your mind?
You are tearing me apart
When you treat me so unkind
What goes on in your mind?"
1.4,0.2,rubber soul,Girl,"Is there anybody going to listen to my story
All about the girl who came to stay?
She's the kind of girl you want so much
It makes you sorry
Still, you don't regret a single day
Ah girl
Girl, girl
When I think of all the times I've tried so hard to leave her
She will turn to me and start to cry
And she promises the Earth to me
And I believe her
After all this time I don't know why
Ah girl
Girl, girl
Paul McCartney &amp; George Harrison
She's the kind of girl who puts you down
tit, tit, tit, tit, tit, tit, tit, tit
When friends are there, you feel a fool
tit, tit, tit, tit, tit, tit, tit, tit
Tit, tit, tit, tit, tit, tit, tit, tit, tit, tit, tit, tit, tit, tit, tit, tit
When you say she's looking good
tit, tit, tit, tit, tit, tit, tit, tit
She acts as if it's understood
tit, tit, tit, tit, tit, tit, tit, tit
She's cool, ooh, ooh, ooh
Tit, tit, tit, tit, tit, tit, tit, tit, tit, tit, tit, tit, tit, tit, tit, tit
Girl
Girl, girl
Was she told when she was young that pain
Would lead to pleasure?
Did she understand it when they said
That a man must break his back to earn
His day of leisure?
Will she still believe it when he's dead?
Ah girl
Girl, girl
Ah girl
Girl"
2.6,-0.2,rubber soul,I'm Looking Through You,"I'm looking through you, where did you go?
I thought I knew you, what did I know?
You don't look different, but you have changed
I'm looking through you, you're not the same
Your lips are moving, I cannot hear
Your voice is soothing, but the words aren't clear
You don't sound different, I've learned the game
I'm looking through you, you're not the same
Why, tell me why, did you not treat me right?
Love has a nasty habit of disappearing overnight
You're thinking of me, the same old way
You were above me, but not today
The only difference is you're down there
I'm looking through you, and you're nowhere
Why, tell me why, did you not treat me right?
Love has a nasty habit of disappearing overnight
I'm looking through you, where did you go?
I thought I knew you, what did I know?
You don't look different, but you have changed
I'm looking through you, you're not the same
Yeah
Oh baby I'm changed
Ah I'm looking through you
Yeah I'm looking through you"
0.7,0.7,rubber soul,In My Life,"There are places I'll remember
All my life though some have changed
Some forever not for better
Some have gone and some remain
All these places had their moments
With lovers and friends I still can recall
Some are dead and some are living
In my life I've loved them all
But of all these friends and lovers
There is no one compares with you
And these memories lose their meaning
When I think of love as something new
Though I know I'll never lose affection
For people and things that went before
I know I'll often stop and think about them
In my life I love you more
Though I know I'll never lose affection
For people and things that went before
I know I'll often stop and think about them
In my life I love you more
In my life I love you more"
